category,command_name,subcommands,arguments,flags,graphql_operation_used,description,entity,tags
mutation,linear mutation,issue-import-create-github,,"--github-labels <value>, --github-repo-ids <value>, --include-closed-issues, --instant-process, --team-id <value>, --team-name <value>, --select <fields|@file>, --format <human|json>",issueImportCreateGithub,Kicks off a GitHub import job.,IssueImport,
mutation,linear mutation,issue-import-create-jira,<id>,"--include-closed-issues, --instant-process, --jira-email <value>, --jira-hostname <value>, --jira-project <value>, --jira-token <value>, --jql <value>, --team-id <value>, --team-name <value>, --select <fields|@file>, --format <human|json>",issueImportCreateJira,Kicks off a Jira import job.,IssueImport,
mutation,linear mutation,issue-import-create-linear-v-2,<id>,"--linear-source-organization-id <value>, --select <fields|@file>, --format <human|json>",issueImportCreateLinearV2,[INTERNAL] Kicks off a Linear to Linear import job.,IssueImport,internal
mutation,linear mutation,issue-import-delete,,"--issue-import-id <value>, --select <fields|@file>, --format <human|json>",issueImportDelete,Deletes an import job.,IssueImport,
mutation,linear mutation,issue-import-process,,"--issue-import-id <value>, --mapping <value>, --select <fields|@file>, --format <human|json>",issueImportProcess,Kicks off import processing.,IssueImport,
mutation,linear mutation,issue-import-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",issueImportUpdate,Updates the mapping for the issue import.,IssueImport,
mutation,linear mutation,issue-label-create,,"--input <json|@file>, --replace-team-labels, --select <fields|@file>, --format <human|json>",issueLabelCreate,Creates a new label.,IssueLabel,
mutation,linear mutation,issue-label-delete,<id>,"--select <fields|@file>, --format <human|json>",issueLabelDelete,Deletes an issue label.,IssueLabel,
mutation,linear mutation,issue-label-restore,<id>,"--select <fields|@file>, --format <human|json>",issueLabelRestore,Restores a label.,IssueLabel,
mutation,linear mutation,issue-label-retire,<id>,"--select <fields|@file>, --format <human|json>",issueLabelRetire,Retires a label.,IssueLabel,
mutation,linear mutation,issue-label-update,<id>,"--input <json|@file>, --replace-team-labels, --select <fields|@file>, --format <human|json>",issueLabelUpdate,Updates a label.,IssueLabel,
mutation,linear mutation,issue-relation-create,,"--input <json|@file>, --override-created-at <value>, --select <fields|@file>, --format <human|json>",issueRelationCreate,Creates a new issue relation.,IssueRelation,
mutation,linear mutation,issue-relation-delete,<id>,"--select <fields|@file>, --format <human|json>",issueRelationDelete,Deletes an issue relation.,IssueRelation,
mutation,linear mutation,issue-relation-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",issueRelationUpdate,Updates an issue relation.,IssueRelation,
mutation,linear mutation,issue-reminder,<id>,"--reminder-at <value>, --select <fields|@file>, --format <human|json>",issueReminder,Adds an issue reminder. Will cause a notification to be sent when the issue reminder time is reached.,Issue,
mutation,linear mutation,issue-remove-label,<id>,"--label-id <value>, --select <fields|@file>, --format <human|json>",issueRemoveLabel,Removes a label from an issue.,Issue,
mutation,linear mutation,issue-subscribe,<id>,"--user-email <value>, --user-id <value>, --select <fields|@file>, --format <human|json>",issueSubscribe,Subscribes a user to an issue.,Issue,
mutation,linear mutation,issue-to-release-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",issueToReleaseCreate,"[ALPHA] Creates a new issueToRelease join, adding an issue to a release.",IssueToRelease,alpha
mutation,linear mutation,issue-to-release-delete,<id>,"--select <fields|@file>, --format <human|json>",issueToReleaseDelete,"[ALPHA] Deletes an issueToRelease by its identifier, removing an issue from a release.",IssueToRelease,alpha
mutation,linear mutation,issue-to-release-delete-by-issue-and-release,,"--issue-id <value>, --release-id <value>, --select <fields|@file>, --format <human|json>",issueToReleaseDeleteByIssueAndRelease,[ALPHA] Deletes an issueToRelease by issue and release identifiers,IssueToRelease,alpha
mutation,linear mutation,issue-unarchive,<id>,"--select <fields|@file>, --format <human|json>",issueUnarchive,Unarchives an issue.,Issue,
mutation,linear mutation,issue-unsubscribe,<id>,"--user-email <value>, --user-id <value>, --select <fields|@file>, --format <human|json>",issueUnsubscribe,Unsubscribes a user from an issue.,Issue,
mutation,linear mutation,issue-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",issueUpdate,Updates an issue.,Issue,
mutation,linear mutation,jira-integration-connect,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",jiraIntegrationConnect,[INTERNAL] Connects the organization with a Jira Personal Access Token.,Integration,internal
mutation,linear mutation,join-organization-from-onboarding,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",joinOrganizationFromOnboarding,Join an organization from onboarding.,Organization,
mutation,linear mutation,leave-organization,,"--organization-id <value>, --select <fields|@file>, --format <human|json>",leaveOrganization,Leave an organization.,Organization,
mutation,linear mutation,logout,,"--reason <value>, --select <fields|@file>, --format <human|json>",logout,Logout the client.,Session,
mutation,linear mutation,logout-all-sessions,,"--reason <value>, --select <fields|@file>, --format <human|json>",logoutAllSessions,Logout all of user's sessions including the active one.,Session,
mutation,linear mutation,logout-other-sessions,,"--reason <value>, --select <fields|@file>, --format <human|json>",logoutOtherSessions,Logout all of user's sessions excluding the current one.,Session,
mutation,linear mutation,logout-session,,"--session-id <value>, --select <fields|@file>, --format <human|json>",logoutSession,Logout an individual session with its ID.,Session,
mutation,linear mutation,notification-archive,<id>,"--select <fields|@file>, --format <human|json>",notificationArchive,Archives a notification.,Notification,
mutation,linear mutation,notification-archive-all,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",notificationArchiveAll,Archives a notification and all related notifications.,Notification,
mutation,linear mutation,notification-category-channel-subscription-update,,"--category <value>, --channel <value>, --subscribe, --select <fields|@file>, --format <human|json>",notificationCategoryChannelSubscriptionUpdate,Subscribes to or unsubscribes from a notification category for a given notification channel for the user,UserSettings,
mutation,linear mutation,notification-mark-read-all,,"--input <json|@file>, --read-at <value>, --select <fields|@file>, --format <human|json>",notificationMarkReadAll,Marks notification and all related notifications as read.,Notification,
mutation,linear mutation,notification-mark-unread-all,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",notificationMarkUnreadAll,Marks notification and all related notifications as unread.,Notification,
mutation,linear mutation,notification-snooze-all,,"--input <json|@file>, --snoozed-until-at <value>, --select <fields|@file>, --format <human|json>",notificationSnoozeAll,Snoozes a notification and all related notifications.,Notification,
mutation,linear mutation,notification-subscription-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",notificationSubscriptionCreate,"Creates a new notification subscription for a cycle, custom view, label, project or team.",NotificationSubscription,
mutation,linear mutation,notification-subscription-delete,<id>,"--select <fields|@file>, --format <human|json>",notificationSubscriptionDelete,Deletes a notification subscription reference.,NotificationSubscription,deprecated
mutation,linear mutation,notification-subscription-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",notificationSubscriptionUpdate,Updates a notification subscription.,NotificationSubscription,
mutation,linear mutation,notification-unarchive,<id>,"--select <fields|@file>, --format <human|json>",notificationUnarchive,Unarchives a notification.,Notification,
mutation,linear mutation,notification-unsnooze-all,,"--input <json|@file>, --unsnoozed-at <value>, --select <fields|@file>, --format <human|json>",notificationUnsnoozeAll,Unsnoozes a notification and all related notifications.,Notification,
mutation,linear mutation,notification-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",notificationUpdate,Updates a notification.,Notification,
mutation,linear mutation,organization-cancel-delete,,"--select <fields|@file>, --format <human|json>",organizationCancelDelete,Cancels the deletion of an organization.,Organization,
mutation,linear mutation,organization-delete,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",organizationDelete,Deletes an organization.,Organization,
mutation,linear mutation,organization-delete-challenge,,"--select <fields|@file>, --format <human|json>",organizationDeleteChallenge,Get an organization's delete confirmation token.,Organization,
mutation,linear mutation,organization-domain-claim,<id>,"--select <fields|@file>, --format <human|json>",organizationDomainClaim,[INTERNAL] Verifies a domain claim.,OrganizationDomain,internal
mutation,linear mutation,organization-domain-create,,"--input <json|@file>, --trigger-email-verification, --select <fields|@file>, --format <human|json>",organizationDomainCreate,[INTERNAL] Adds a domain to be allowed for an organization.,OrganizationDomain,internal
mutation,linear mutation,organization-domain-delete,<id>,"--select <fields|@file>, --format <human|json>",organizationDomainDelete,Deletes a domain.,OrganizationDomain,
mutation,linear mutation,organization-domain-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",organizationDomainUpdate,[INTERNAL] Updates an organization domain settings.,OrganizationDomain,internal
mutation,linear mutation,organization-domain-verify,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",organizationDomainVerify,[INTERNAL] Verifies a domain to be added to an organization.,OrganizationDomain,internal
mutation,linear mutation,organization-invite-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",organizationInviteCreate,Creates a new organization invite.,OrganizationInvite,
mutation,linear mutation,organization-invite-delete,<id>,"--select <fields|@file>, --format <human|json>",organizationInviteDelete,Deletes an organization invite.,OrganizationInvite,
mutation,linear mutation,organization-invite-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",organizationInviteUpdate,Updates an organization invite.,OrganizationInvite,
mutation,linear mutation,organization-start-trial,,"--select <fields|@file>, --format <human|json>",organizationStartTrial,[DEPRECATED] Starts a trial for the organization.,Organization,deprecated
mutation,linear mutation,organization-start-trial-for-plan,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",organizationStartTrialForPlan,Starts a trial for the organization on the specified plan type.,Organization,
mutation,linear mutation,organization-update,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",organizationUpdate,Updates the user's organization.,Organization,
mutation,linear mutation,passkey-login-finish,,"--auth-id <value>, --response <value>, --select <fields|@file>, --format <human|json>",passkeyLoginFinish,[INTERNAL] Finish passkey login process.,Auth,internal
mutation,linear mutation,passkey-login-start,,"--auth-id <value>, --select <fields|@file>, --format <human|json>",passkeyLoginStart,[INTERNAL] Starts passkey login process.,Auth,internal
mutation,linear mutation,project-add-label,<id>,"--label-id <value>, --select <fields|@file>, --format <human|json>",projectAddLabel,Adds a label to a project.,Project,
mutation,linear mutation,project-archive,<id>,"--trash, --select <fields|@file>, --format <human|json>",projectArchive,Archives a project.,Project,deprecated
mutation,linear mutation,project-create,,"--input <json|@file>, --slack-channel-name <value>, --select <fields|@file>, --format <human|json>",projectCreate,Creates a new project.,Project,
mutation,linear mutation,project-delete,<id>,"--select <fields|@file>, --format <human|json>",projectDelete,Deletes (trashes) a project.,Project,
mutation,linear mutation,project-external-sync-disable,,"--project-id <value>, --sync-source <value>, --select <fields|@file>, --format <human|json>",projectExternalSyncDisable,Disables external sync on a project.,Project,
mutation,linear mutation,project-label-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectLabelCreate,Creates a new project label.,ProjectLabel,
mutation,linear mutation,project-label-delete,<id>,"--select <fields|@file>, --format <human|json>",projectLabelDelete,Deletes a project label.,ProjectLabel,
mutation,linear mutation,project-label-restore,<id>,"--select <fields|@file>, --format <human|json>",projectLabelRestore,Restores a project label.,ProjectLabel,
mutation,linear mutation,project-label-retire,<id>,"--select <fields|@file>, --format <human|json>",projectLabelRetire,Retires a project label.,ProjectLabel,
mutation,linear mutation,project-label-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectLabelUpdate,Updates a project label.,ProjectLabel,
mutation,linear mutation,project-milestone-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectMilestoneCreate,Creates a new project milestone.,ProjectMilestone,
mutation,linear mutation,project-milestone-delete,<id>,"--select <fields|@file>, --format <human|json>",projectMilestoneDelete,Deletes a project milestone.,ProjectMilestone,
mutation,linear mutation,project-milestone-move,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectMilestoneMove,"[Internal] Moves a project milestone to another project, can be called to undo a prior move.",ProjectMilestoneMoveIssueToTeam,internal
mutation,linear mutation,project-milestone-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectMilestoneUpdate,Updates a project milestone.,ProjectMilestone,
mutation,linear mutation,project-reassign-status,,"--new-project-status-id <value>, --original-project-status-id <value>, --select <fields|@file>, --format <human|json>",projectReassignStatus,[INTERNAL] Updates all projects currently assigned to to a project status to a new project status.,Project,internal
mutation,linear mutation,project-relation-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectRelationCreate,Creates a new project relation.,ProjectRelation,
mutation,linear mutation,project-relation-delete,<id>,"--select <fields|@file>, --format <human|json>",projectRelationDelete,Deletes a project relation.,ProjectRelation,
mutation,linear mutation,project-relation-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectRelationUpdate,Updates a project relation.,ProjectRelation,
mutation,linear mutation,project-remove-label,<id>,"--label-id <value>, --select <fields|@file>, --format <human|json>",projectRemoveLabel,Removes a label from a project.,Project,
mutation,linear mutation,project-status-archive,<id>,"--select <fields|@file>, --format <human|json>",projectStatusArchive,Archives a project status.,ProjectStatus,
mutation,linear mutation,project-status-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectStatusCreate,Creates a new project status.,ProjectStatus,
mutation,linear mutation,project-status-unarchive,<id>,"--select <fields|@file>, --format <human|json>",projectStatusUnarchive,Unarchives a project status.,ProjectStatus,
mutation,linear mutation,project-status-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectStatusUpdate,Updates a project status.,ProjectStatus,
mutation,linear mutation,project-unarchive,<id>,"--select <fields|@file>, --format <human|json>",projectUnarchive,Unarchives a project.,Project,
mutation,linear mutation,project-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectUpdate,Updates a project.,Project,
mutation,linear mutation,project-update-archive,<id>,"--select <fields|@file>, --format <human|json>",projectUpdateArchive,Archives a project update.,ProjectUpdate,
mutation,linear mutation,project-update-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectUpdateCreate,Creates a new project update.,ProjectUpdate,
mutation,linear mutation,project-update-delete,<id>,"--select <fields|@file>, --format <human|json>",projectUpdateDelete,Deletes a project update.,Project,deprecated
mutation,linear mutation,project-update-unarchive,<id>,"--select <fields|@file>, --format <human|json>",projectUpdateUnarchive,Unarchives a project update.,ProjectUpdate,
mutation,linear mutation,project-update-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",projectUpdateUpdate,Updates a project update.,ProjectUpdate,
mutation,linear mutation,push-subscription-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",pushSubscriptionCreate,Creates a push subscription.,PushSubscription,
mutation,linear mutation,push-subscription-delete,<id>,"--select <fields|@file>, --format <human|json>",pushSubscriptionDelete,Deletes a push subscription.,PushSubscription,
mutation,linear mutation,reaction-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",reactionCreate,Creates a new reaction.,Reaction,
mutation,linear mutation,reaction-delete,<id>,"--select <fields|@file>, --format <human|json>",reactionDelete,Deletes a reaction.,Reaction,
mutation,linear mutation,refresh-google-sheets-data,<id>,"--type <value>, --select <fields|@file>, --format <human|json>",refreshGoogleSheetsData,Manually update Google Sheets data.,Integration,
mutation,linear mutation,release-archive,<id>,"--select <fields|@file>, --format <human|json>",releaseArchive,[ALPHA] Archives a release.,Release,alpha
mutation,linear mutation,release-complete,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseComplete,"[ALPHA] Marks a release as completed. If version is provided, completes that specific release; otherwise completes the most recent started release.",Release,alpha
mutation,linear mutation,release-complete-by-access-key,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseCompleteByAccessKey,"[ALPHA] Marks a release as completed using an access key. If version is provided, completes that specific release; otherwise completes the most recent started release. The pipeline is inferred from the access key.",Release,alpha
mutation,linear mutation,release-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseCreate,[ALPHA] Creates a new release.,Release,alpha
mutation,linear mutation,release-delete,<id>,"--select <fields|@file>, --format <human|json>",releaseDelete,[ALPHA] Deletes (trashes) a release.,Release,alpha
mutation,linear mutation,release-pipeline-archive,<id>,"--select <fields|@file>, --format <human|json>",releasePipelineArchive,[ALPHA] Archives a release pipeline.,ReleasePipeline,alpha
mutation,linear mutation,release-pipeline-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releasePipelineCreate,[ALPHA] Creates a new release pipeline.,ReleasePipeline,alpha
mutation,linear mutation,release-pipeline-delete,<id>,"--select <fields|@file>, --format <human|json>",releasePipelineDelete,[ALPHA] Deletes a release pipeline.,ReleasePipeline,alpha
mutation,linear mutation,release-pipeline-unarchive,<id>,"--select <fields|@file>, --format <human|json>",releasePipelineUnarchive,[ALPHA] Unarchives a release pipeline.,ReleasePipeline,alpha
mutation,linear mutation,release-pipeline-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releasePipelineUpdate,[ALPHA] Updates a release pipeline.,ReleasePipeline,alpha
mutation,linear mutation,release-stage-archive,<id>,"--select <fields|@file>, --format <human|json>",releaseStageArchive,[ALPHA] Archives a release stage.,ReleaseStage,alpha
mutation,linear mutation,release-stage-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseStageCreate,[ALPHA] Creates a new release stage.,ReleaseStage,alpha
mutation,linear mutation,release-stage-unarchive,<id>,"--select <fields|@file>, --format <human|json>",releaseStageUnarchive,[ALPHA] Unarchives a release stage.,ReleaseStage,alpha
mutation,linear mutation,release-stage-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseStageUpdate,[ALPHA] Updates a release stage.,ReleaseStage,alpha
mutation,linear mutation,release-sync,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseSync,[ALPHA] Syncs release data.,Release,alpha
mutation,linear mutation,release-sync-by-access-key,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseSyncByAccessKey,[ALPHA] Syncs release data using an access key. The pipeline is inferred from the access key.,Release,alpha
mutation,linear mutation,release-unarchive,<id>,"--select <fields|@file>, --format <human|json>",releaseUnarchive,[ALPHA] Unarchives a release.,Release,alpha
mutation,linear mutation,release-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseUpdate,[ALPHA] Updates a release.,Release,alpha
mutation,linear mutation,release-update-by-pipeline,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseUpdateByPipeline,[ALPHA] Updates a release by pipeline.,Release,alpha
mutation,linear mutation,release-update-by-pipeline-by-access-key,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",releaseUpdateByPipelineByAccessKey,[ALPHA] Updates a release by pipeline using an access key.,Release,alpha
mutation,linear mutation,resend-organization-invite,<id>,"--select <fields|@file>, --format <human|json>",resendOrganizationInvite,Re-send an organization invite.,OrganizationInvite,
mutation,linear mutation,resend-organization-invite-by-email,,"--email <value>, --select <fields|@file>, --format <human|json>",resendOrganizationInviteByEmail,Re-send an organization invite tied to an email address.,OrganizationInvite,
mutation,linear mutation,roadmap-archive,<id>,"--select <fields|@file>, --format <human|json>",roadmapArchive,Archives a roadmap.,Roadmap,deprecated
mutation,linear mutation,roadmap-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",roadmapCreate,Creates a new roadmap.,Roadmap,deprecated
mutation,linear mutation,roadmap-delete,<id>,"--select <fields|@file>, --format <human|json>",roadmapDelete,Deletes a roadmap.,Roadmap,deprecated
mutation,linear mutation,roadmap-to-project-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",roadmapToProjectCreate,Creates a new roadmapToProject join.,RoadmapToProject,
mutation,linear mutation,roadmap-to-project-delete,<id>,"--select <fields|@file>, --format <human|json>",roadmapToProjectDelete,Deletes a roadmapToProject.,RoadmapToProject,
mutation,linear mutation,roadmap-to-project-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",roadmapToProjectUpdate,Updates a roadmapToProject.,RoadmapToProject,
mutation,linear mutation,roadmap-unarchive,<id>,"--select <fields|@file>, --format <human|json>",roadmapUnarchive,Unarchives a roadmap.,Roadmap,deprecated
mutation,linear mutation,roadmap-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",roadmapUpdate,Updates a roadmap.,Roadmap,deprecated
mutation,linear mutation,saml-token-user-account-auth,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",samlTokenUserAccountAuth,Authenticates a user account via email and authentication token for SAML.,Auth,
mutation,linear mutation,team-create,,"--copy-settings-from-team-id <value>, --input <json|@file>, --select <fields|@file>, --format <human|json>",teamCreate,Creates a new team. The user who creates the team will automatically be added as a member to the newly created team.,Team,
mutation,linear mutation,team-cycles-delete,<id>,"--select <fields|@file>, --format <human|json>",teamCyclesDelete,Deletes team's cycles data,Team,
mutation,linear mutation,team-delete,<id>,"--select <fields|@file>, --format <human|json>",teamDelete,Deletes a team.,Team,
mutation,linear mutation,team-key-delete,<id>,"--select <fields|@file>, --format <human|json>",teamKeyDelete,Deletes a previously used team key.,TeamKey,
mutation,linear mutation,team-membership-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",teamMembershipCreate,Creates a new team membership.,TeamMembership,
mutation,linear mutation,team-membership-delete,<id>,"--also-leave-parent-teams, --select <fields|@file>, --format <human|json>",teamMembershipDelete,Deletes a team membership.,TeamMembership,
mutation,linear mutation,team-membership-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",teamMembershipUpdate,Updates a team membership.,TeamMembership,
mutation,linear mutation,team-unarchive,<id>,"--select <fields|@file>, --format <human|json>",teamUnarchive,Unarchives a team and cancels deletion.,Team,
mutation,linear mutation,team-update,<id>,"--input <json|@file>, --mapping <json|@file>, --select <fields|@file>, --format <human|json>",teamUpdate,Updates a team.,Team,
mutation,linear mutation,template-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",templateCreate,Creates a new template.,Template,
mutation,linear mutation,template-delete,<id>,"--select <fields|@file>, --format <human|json>",templateDelete,Deletes a template.,Template,
mutation,linear mutation,template-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",templateUpdate,Updates an existing template.,Template,
mutation,linear mutation,time-schedule-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",timeScheduleCreate,Creates a new time schedule.,TimeSchedule,
mutation,linear mutation,time-schedule-delete,<id>,"--select <fields|@file>, --format <human|json>",timeScheduleDelete,Deletes a time schedule.,TimeSchedule,
mutation,linear mutation,time-schedule-refresh-integration-schedule,<id>,"--select <fields|@file>, --format <human|json>",timeScheduleRefreshIntegrationSchedule,Refresh the integration schedule information.,TimeSchedule,
mutation,linear mutation,time-schedule-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",timeScheduleUpdate,Updates a time schedule.,TimeSchedule,
mutation,linear mutation,time-schedule-upsert-external,,"--external-id <value>, --input <json|@file>, --select <fields|@file>, --format <human|json>",timeScheduleUpsertExternal,Upsert an external time schedule.,TimeSchedule,
mutation,linear mutation,track-anonymous-event,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",trackAnonymousEvent,Track an anonymous analytics event.,Analytics,
mutation,linear mutation,triage-responsibility-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",triageResponsibilityCreate,Creates a new triage responsibility.,TriageResponsibility,
mutation,linear mutation,triage-responsibility-delete,<id>,"--select <fields|@file>, --format <human|json>",triageResponsibilityDelete,Deletes a triage responsibility.,TriageResponsibility,
mutation,linear mutation,triage-responsibility-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",triageResponsibilityUpdate,Updates an existing triage responsibility.,TriageResponsibility,
mutation,linear mutation,update-integration-slack-scopes,,"--code <value>, --integration-id <value>, --redirect-uri <value>, --select <fields|@file>, --format <human|json>",updateIntegrationSlackScopes,[Internal] Updates existing Slack integration scopes.,Integration,internal
mutation,linear mutation,user-change-role,<id>,"--role <value>, --select <fields|@file>, --format <human|json>",userChangeRole,Changes the role of a user.,User,
mutation,linear mutation,user-discord-connect,,"--code <value>, --redirect-uri <value>, --select <fields|@file>, --format <human|json>",userDiscordConnect,Connects the Discord user to this Linear account via OAuth2.,User,
mutation,linear mutation,user-external-user-disconnect,,"--service <value>, --select <fields|@file>, --format <human|json>",userExternalUserDisconnect,Disconnects the external user from this Linear account.,User,
mutation,linear mutation,user-flag-update,,"--flag <value>, --operation <value>, --select <fields|@file>, --format <human|json>",userFlagUpdate,Updates a user's settings flag.,UserFlag,
mutation,linear mutation,user-revoke-all-sessions,<id>,"--select <fields|@file>, --format <human|json>",userRevokeAllSessions,Revokes a user's sessions. Can only be called by an admin or owner.,User,
mutation,linear mutation,user-revoke-session,<id>,"--session-id <value>, --select <fields|@file>, --format <human|json>",userRevokeSession,Revokes a specific session for a user. Can only be called by an admin or owner.,User,
mutation,linear mutation,user-settings-flags-reset,,"--flags <value>, --select <fields|@file>, --format <human|json>",userSettingsFlagsReset,Resets user's setting flags.,UserSettingsFlags,
mutation,linear mutation,user-settings-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",userSettingsUpdate,Updates the user's settings.,UserSettings,
mutation,linear mutation,user-suspend,<id>,"--force-bypass-scim-restrictions, --select <fields|@file>, --format <human|json>",userSuspend,Suspends a user. Can only be called by an admin or owner.,User,
mutation,linear mutation,user-unlink-from-identity-provider,<id>,"--select <fields|@file>, --format <human|json>",userUnlinkFromIdentityProvider,Unlinks a guest user from their identity provider. Can only be called by an admin when SCIM is enabled.,User,
mutation,linear mutation,user-unsuspend,<id>,"--force-bypass-scim-restrictions, --select <fields|@file>, --format <human|json>",userUnsuspend,Un-suspends a user. Can only be called by an admin or owner.,User,
mutation,linear mutation,user-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",userUpdate,Updates a user. Only available to organization admins and the user themselves.,User,
mutation,linear mutation,view-preferences-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",viewPreferencesCreate,Creates a new ViewPreferences object.,ViewPreferences,
mutation,linear mutation,view-preferences-delete,<id>,"--select <fields|@file>, --format <human|json>",viewPreferencesDelete,Deletes a ViewPreferences.,ViewPreferences,
mutation,linear mutation,view-preferences-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",viewPreferencesUpdate,Updates an existing ViewPreferences object.,ViewPreferences,
mutation,linear mutation,webhook-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",webhookCreate,Creates a new webhook.,Webhook,
mutation,linear mutation,webhook-delete,<id>,"--select <fields|@file>, --format <human|json>",webhookDelete,Deletes a Webhook.,Webhook,
mutation,linear mutation,webhook-rotate-secret,<id>,"--select <fields|@file>, --format <human|json>",webhookRotateSecret,Rotates the signing secret for a Webhook.,Webhook,
mutation,linear mutation,webhook-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",webhookUpdate,Updates an existing Webhook.,Webhook,
mutation,linear mutation,workflow-state-archive,<id>,"--select <fields|@file>, --format <human|json>",workflowStateArchive,Archives a state. Only states with issues that have all been archived can be archived.,WorkflowState,
mutation,linear mutation,workflow-state-create,,"--input <json|@file>, --select <fields|@file>, --format <human|json>",workflowStateCreate,"Creates a new state, adding it to the workflow of a team.",WorkflowState,
mutation,linear mutation,workflow-state-update,<id>,"--input <json|@file>, --select <fields|@file>, --format <human|json>",workflowStateUpdate,Updates a state.,WorkflowState,
utility,linear auth,login | login-api-key | login-oauth | login-client-credentials | logout | status | profiles list | profiles use,,"--profile <name>, --api-key <value>, --access-token <value>, --client-id <value>, --client-secret <value>, --scopes <csv>, --actor <user|app>, --redirect-port <port>",,"Authenticate the CLI using personal API key, OAuth2 auth code + PKCE, or OAuth2 client credentials.",,
utility,linear config,get | set | unset | list,<key> [value],"--profile <name>, --json",,"Manage CLI configuration defaults such as output format, profile, and header preferences.",,
utility,linear graphql,raw,,"--query <string|@file>, --variables <json|@file>, --operation-name <name>, --header <k=v>, --format <human|json>",arbitrary,Execute an arbitrary GraphQL document against the Linear endpoint as a full-fidelity escape hatch.,,
